step,energy
511200000,14413.4137338
511800000,14491.4512808
512400000,14723.5695324
513000000,14536.4076366
513600000,14740.7867802
514200000,14764.5744834
514800000,14734.2163249
515400000,14654.8372529
516000000,14720.3467709
516600000,14543.8316675
517200000,14734.9449682
517800000,14765.9068378
518400000,14799.61269
519000000,14499.1251761
519600000,14505.6956314
520200000,14475.3374729
520800000,14627.8477382
521400000,14685.1954114
522000000,14638.9615301
522600000,14611.3473543
523200000,14645.7818498
523800000,14662.4993688
524400000,14813.3573118
525000000,14727.7708017
525600000,14834.6508967
526200000,14557.5762893
526800000,14594.983682
527400000,14637.3910907
528000000,14508.0765969
528600000,14765.3031267
529200000,14458.0070723
529800000,14444.5005356
530400000,14458.4950218
531000000,14503.8052242
531600000,14349.974384
532200000,14434.5823864
532800000,14663.4778765
533400000,14302.0451311
534000000,14304.1762321
534600000,14304.4260966
535200000,14438.1799446
535800000,14506.6741392
536400000,14564.0218124
537000000,14503.3264454
537600000,14495.9024145
538200000,14519.4402532
538800000,14643.2877316
539400000,14508.7934608
540000000,14673.2710934
540600000,14844.3191814
541200000,14643.2877316
541800000,14940.0527551
542400000,14949.242261
543000000,14689.2717485
543600000,14539.7553304
544200000,14594.1418859
544800000,14540.0051948
545400000,14509.2931896
546000000,14525.6476914
546600000,14553.8747488
547200000,14693.4612384
547800000,14652.9560163
548400000,14856.7314488
549000000,14638.1079546
549600000,14784.8895605
550200000,14880.3942198
550800000,14764.4495512
551400000,14690.2384768
552000000,14775.9499191
552600000,15246.7568778
553200000,14981.6183677
553800000,14624.6131972
554400000,15024.6725369
555000000,14903.5690413
555600000,14765.1781945
556200000,14854.1123983
556800000,14902.1665835
557400000,14871.3296461
558000000,14881.7265742
558600000,14865.2379697
559200000,14942.5468734
559800000,14925.3296256
560400000,14765.1781945
561000000,14731.8471388
561600000,14741.1615769
562200000,14573.3362504
562800000,14751.5585049
563400000,14941.8182301
564000000,14924.7259145
564600000,14816.2170562
565200000,14885.5530468
565800000,14966.3345765
566400000,15065.6657084
567000000,15024.0570464
567600000,15015.117405
568200000,14686.7658508
568800000,14689.2599691
569400000,15109.3936921
570000000,14732.6341061
570600000,14722.1122458
571200000,14981.8446733
571800000,14836.1665073
572400000,14724.0692613
573000000,14661.8956577
573600000,14580.3854847
574200000,14814.6348374
574800000,14683.0643104
575400000,14692.9824595
576000000,14508.3055114
576600000,14629.0433809
577200000,14621.6193501
577800000,14892.1235022
578400000,14757.7541636
